TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,original_index,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized
2005-12-12,L,2024-07-15,PURBARATU,SMK,TBSM,2024.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,.,18,10328,,lokasi tidak spesifik
2005-07-24,L,2024-07-15,MANGKUBUMI,SMA / LAINNYA,IPS,2024.0,SEPAK BOLA,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,KOTA TASIKMALAYA,18,10329,pekerja umum,lokasi tidak spesifik
2005-08-22,L,2024-07-15,CIBEUREUM,SMK,TEKNIK PEMESINAN,2024.0,-,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,18,10330,lain-lain,lokasi tidak spesifik
2004-05-30,L,2024-07-15,PURBARATU,SMK,TBSM,2024.0,,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,.,20,10331,,lokasi tidak spesifik
2004-04-22,P,2024-07-15,MANGKUBUMI,SMK,EKNIK KOMPUTER DAN JARINGAN,2023.0,-,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,20,10332,lain-lain,lokasi tidak spesifik
2005-08-17,P,2024-07-17,KAWALU,SMA / LAINNYA,IPS,2023.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,.,18,10333,,lokasi tidak spesifik
2001-09-06,L,2024-07-16,KAWALU,S1,TEKNIK SIPIL ,2024.0,OLAHRAGA PUBLIC SPEAKING,> Rp 10.000.000,ENGINEERING ,DI DALAM NEGERI,INDONESIA ,22,10334,engineer,lokasi tidak spesifik
2005-10-23,L,2024-07-16,MANGKUBUMI,SMK,REKAYASA PERANKAT LUNAK,2024.0,,Rp 5.000.001 - Rp 10.000.000,KARYAWAN,DI DALAM NEGERI,SEMARANG,18,10335,pekerja umum,semarang
1998-07-27,P,2024-07-16,CIBEUREUM,PROFESI,KEPERAWATAN,2022.0,,Rp 2.500.001 - Rp 5.000.000,PERAWAT,DI DALAM NEGERI,TASIKMALAYA,25,10336,perawat,tasikmalaya
2000-03-13,P,2024-07-16,CIHIDEUNG,D.IV,D4 KEPERAWATAN ANESTESIOLOGI,2024.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,PENATA ANESTESI,DI DALAM NEGERI,TASIKMALAYA,24,10337,manajemen/direksi,tasikmalaya
1985-09-05,P,2024-07-16,MANGKUBUMI,SMA / LAINNYA,IPS,2017.0,MS OFFICE,Rp 1.000.001 - Rp 2.500.000,APA SAJA,DI DALAM NEGERI,JAWA BARAT,38,10338,lain-lain,jawa barat
2006-07-14,L,2024-07-22,TAMANSARI,SMK,REKAYASA PERANGKAT LUNAK,2024.0,"MENGOPERASIKAN KOMPUTER,MS OFFICE",Rp 2.500.001 - Rp 5.000.000,STAFF,DI DALAM NEGERI,"TASIKMALAYA,BANDUNG,BOGOR,BEKASI,CIKARANG",18,10339,staff,bandung
2006-07-14,L,2024-07-22,TAMANSARI,SMK,REKAYASA PERANGKAT LUNAK,2024.0,"MENGOPERASIKAN KOMPUTER,MS OFFICE",Rp 2.500.001 - Rp 5.000.000,STAFF,DI DALAM NEGERI,"TASIKMALAYA,BANDUNG,BOGOR,BEKASI,CIKARANG",18,10339,staff,bekasi
2006-07-14,L,2024-07-22,TAMANSARI,SMK,REKAYASA PERANGKAT LUNAK,2024.0,"MENGOPERASIKAN KOMPUTER,MS OFFICE",Rp 2.500.001 - Rp 5.000.000,STAFF,DI DALAM NEGERI,"TASIKMALAYA,BANDUNG,BOGOR,BEKASI,CIKARANG",18,10339,staff,bogor
2006-07-14,L,2024-07-22,TAMANSARI,SMK,REKAYASA PERANGKAT LUNAK,2024.0,"MENGOPERASIKAN KOMPUTER,MS OFFICE",Rp 2.500.001 - Rp 5.000.000,STAFF,DI DALAM NEGERI,"TASIKMALAYA,BANDUNG,BOGOR,BEKASI,CIKARANG",18,10339,staff,cikarang
2006-07-14,L,2024-07-22,TAMANSARI,SMK,REKAYASA PERANGKAT LUNAK,2024.0,"MENGOPERASIKAN KOMPUTER,MS OFFICE",Rp 2.500.001 - Rp 5.000.000,STAFF,DI DALAM NEGERI,"TASIKMALAYA,BANDUNG,BOGOR,BEKASI,CIKARANG",18,10339,staff,tasikmalaya
1994-03-08,L,2024-07-17,INDIHIANG,SMA / LAINNYA,TEKNIK OTOMOTIF KENDARAAN RINGAN,2012.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,SOPIR ,DI DALAM NEGERI,TASIKMALAYA,30,10340,transportasi,tasikmalaya
1994-05-24,L,2024-07-17,CIBEUREUM,SMK,TEKNIK OTOMOTIF SEPEDA MOTOR ,2013.0,,Rp 1.000.001 - Rp 2.500.000,KARYAWAN SWASTA ,DI DALAM NEGERI,TASIKMALAYA ,30,10341,pekerja umum,tasikmalaya
2000-07-28,L,2024-07-17,TAMANSARI,SMK,REKAYASA PERANGKAT LUNAK,2018.0,"MS.OFFICE, COREL DRAW, HTML",Rp 5.000.001 - Rp 10.000.000,ADMIN,DI DALAM NEGERI,"BANDUNG, BEKASI, JAKARTA",23,10342,administrasi/staf umum,bandung
2000-07-28,L,2024-07-17,TAMANSARI,SMK,REKAYASA PERANGKAT LUNAK,2018.0,"MS.OFFICE, COREL DRAW, HTML",Rp 5.000.001 - Rp 10.000.000,ADMIN,DI DALAM NEGERI,"BANDUNG, BEKASI, JAKARTA",23,10342,administrasi/staf umum,bekasi
2000-07-28,L,2024-07-17,TAMANSARI,SMK,REKAYASA PERANGKAT LUNAK,2018.0,"MS.OFFICE, COREL DRAW, HTML",Rp 5.000.001 - Rp 10.000.000,ADMIN,DI DALAM NEGERI,"BANDUNG, BEKASI, JAKARTA",23,10342,administrasi/staf umum,jakarta
2003-11-19,L,2024-07-17,MANGKUBUMI,SMK,TEKNIK DASAR OTOMOTIF ,2022.0,OLAHRAGA ,0 - Rp 1.000.000,STAF,DI DALAM NEGERI,TASIKMALAYA ,20,10343,administrasi/staf umum,tasikmalaya
2006-02-14,L,2024-07-17,MANGKUBUMI,SMK,TEKNIK BISNIS SEPEDA MOTOR ,2024.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,MANAGER ,DI DALAM NEGERI,TASIKMALAYA ,18,10344,manajemen/direksi,tasikmalaya
2004-12-28,L,2024-07-17,KAWALU,SMK,TEKNIK KENDARAAN RINGAN,2024.0,-,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,19,10345,lain-lain,lokasi tidak spesifik
2006-02-02,L,2024-07-17,TAMANSARI,SMK,KRIYA KREATIF KAYU DAN ROTAN,2024.0,PRAMUKA  PUBLIK SPEAKING ,Rp 5.000.001 - Rp 10.000.000,KARYAWAN ,DI DALAM NEGERI,BANDUNG BARAT,18,10346,pekerja umum,bandung
2005-11-10,L,2024-07-17,CIHIDEUNG,SMA / LAINNYA,IPS ,2024.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,.,18,10347,,lokasi tidak spesifik
1999-06-04,L,2024-07-18,PURBARATU,SMK,TEKNIK KOMPUTER DAN JARINGAN,2018.0,,Rp 1.000.001 - Rp 2.500.000,KARYAWAN,DI DALAM NEGERI,BANDUNG,25,10348,pekerja umum,bandung
2005-10-13,P,2024-07-18,TAMANSARI,SMK,TEKNIK KOMPUTER DAN JARINGAN,2024.0,-,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,18,10349,lain-lain,lokasi tidak spesifik
2004-12-10,P,2024-07-18,KAWALU,SMA / LAINNYA,IPA,2024.0,-,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,19,10350,lain-lain,lokasi tidak spesifik
1997-09-28,P,2024-07-18,INDIHIANG,SMK,FARMASI,2016.0,,0 - Rp 1.000.000,KARYAWAN,DI DALAM NEGERI,TASIKMALAYA,26,10351,pekerja umum,tasikmalaya
2006-03-25,L,2024-07-18,CIHIDEUNG,SMA / LAINNYA,IPS ,2024.0,,Rp 2.500.001 - Rp 5.000.000,RECEPSIONIS HOTEL,DI DALAM NEGERI,KOTA TASIKMALAYA,18,10352,resepsionis,lokasi tidak spesifik
2003-04-15,L,2024-07-18,CIPEDES,SMK,PERHOTELAN,2021.0,,0 - Rp 1.000.000,KARYAWAN,DI DALAM NEGERI,TASIKMALAYA,21,10353,pekerja umum,tasikmalaya
1999-02-09,P,2024-07-18,CIBEUREUM,SMA / LAINNYA,IPS,2017.0,.,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,25,10354,lain-lain,lokasi tidak spesifik
1998-07-27,P,2024-07-18,TAMANSARI,S1,ADMINISTRASI NEGARA,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,GURU,DI DALAM NEGERI,TASIKMALAYA,25,10355,pendidikan,tasikmalaya
1992-10-01,L,2024-07-19,KAWALU,S1,PENDIDIKAN MATEMATIKA,2021.0,,Rp 5.000.001 - Rp 10.000.000,"QUALITY CONTROL,DATA ANALYZ",DI DALAM NEGERI,"MOROWALI, SULAWESI TENGAH",31,10356,quality control/assurance,sulawesi
1992-10-01,L,2024-07-19,KAWALU,S1,PENDIDIKAN MATEMATIKA,2021.0,,Rp 5.000.001 - Rp 10.000.000,"QUALITY CONTROL,DATA ANALYZ",DI DALAM NEGERI,"MOROWALI, SULAWESI TENGAH",31,10357,analis,sulawesi
2004-02-28,L,2024-07-18,PURBARATU,SMK,TEKNIK DAN BISNIS SEPEDAH MOTOR ,2023.0,OTOMOTIF,Rp 2.500.001 - Rp 5.000.000,AKUNTAN,DI DALAM NEGERI,JAWA BARAT,20,10358,keuangan/akuntansi/perbankan,jawa barat
2004-12-05,L,2024-07-22,CIBEUREUM,SMA / LAINNYA,BAHASA DAN BUDAYA ,2024.0,OLAHRAGA FUTSAL ,Rp 1.000.001 - Rp 2.500.000,KARYAWAN ,DI DALAM NEGERI,KOTA TASIKMALAYA ,19,10359,pekerja umum,lokasi tidak spesifik
2003-11-08,L,2024-07-19,KAWALU,SMK,KRIYA KREATIF LOGAM DAN PERHIASAN,2023.0,OLAHRAGA,0 - Rp 1.000.000,-,DI DALAM NEGERI,KARAWANG,20,10360,,karawang
1988-10-26,P,2024-07-19,CIBEUREUM,SMA / LAINNYA,IPS ,2008.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,PERSONALIA ,DI DALAM NEGERI,BOGOR ,35,10361,personalia/hrd,bogor
2002-05-08,P,2024-07-19,BUNGURSARI,SMK,REKAYASA PERANGKAT LUNAK,2021.0,.,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,22,10362,lain-lain,lokasi tidak spesifik
2001-07-21,P,2024-07-19,CIBEUREUM,SMA / LAINNYA,MIPA,2020.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,.,22,10363,,lokasi tidak spesifik
2005-01-14,P,2024-07-19,MANGKUBUMI,SMK,TEKNIK AUDIO VIDEO,2024.0,.,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,19,10364,lain-lain,lokasi tidak spesifik
2005-10-01,P,2024-07-19,CIBEUREUM,SMK,OTOMATIS TATA KELOLA PERKANTORAN ,2024.0,OLAHRAGA ,Rp 5.000.001 - Rp 10.000.000,STAF KARYAWAN,DI DALAM NEGERI,CIKARANG,18,10365,pekerja umum,cikarang
2005-07-23,P,2024-07-19,CIBEUREUM,SMK,OTOMATISASI DAN TATA KELOLA PERKANTORAN,2024.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,STAF KARYAWAN,DI DALAM NEGERI,CIKARANG,18,10366,pekerja umum,cikarang
2005-08-04,L,2024-07-19,TAMANSARI,SMK,TEKNIK DAN BISNIS SEPEDAH MOTOR ,2024.0,FUTSAL,0 - Rp 1.000.000,TASIK MALAYA,DI DALAM NEGERI,OPERATOR,18,10367,lain-lain,lokasi tidak spesifik
2006-02-16,P,2024-07-22,BUNGURSARI,SMK,FARMASI,2023.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,-,DI DALAM NEGERI,TASIKMALAYA,18,10368,,tasikmalaya
2004-12-20,L,2024-08-14,TAMANSARI,SMK,KRIYA KREATIF LOGAM PERHIASAN ,2024.0,BOLA FUTSAL ,Rp 1.000.001 - Rp 2.500.000,KARYAWAN ,DI DALAM NEGERI,TASIKMALAYA-BANDUNG-KARAWANG,19,10369,pekerja umum,bandung
2004-12-20,L,2024-08-14,TAMANSARI,SMK,KRIYA KREATIF LOGAM PERHIASAN ,2024.0,BOLA FUTSAL ,Rp 1.000.001 - Rp 2.500.000,KARYAWAN ,DI DALAM NEGERI,TASIKMALAYA-BANDUNG-KARAWANG,19,10369,pekerja umum,karawang
2004-12-20,L,2024-08-14,TAMANSARI,SMK,KRIYA KREATIF LOGAM PERHIASAN ,2024.0,BOLA FUTSAL ,Rp 1.000.001 - Rp 2.500.000,KARYAWAN ,DI DALAM NEGERI,TASIKMALAYA-BANDUNG-KARAWANG,19,10369,pekerja umum,tasikmalaya
2005-06-28,L,2024-08-14,TAMANSARI,SMK,KRIYA KREATIF LOGAM DAN PERHIASAN,2024.0,,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, KARAWANG",19,10370,pekerja umum,bandung
2005-06-28,L,2024-08-14,TAMANSARI,SMK,KRIYA KREATIF LOGAM DAN PERHIASAN,2024.0,,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, KARAWANG",19,10370,pekerja umum,karawang
2005-06-28,L,2024-08-14,TAMANSARI,SMK,KRIYA KREATIF LOGAM DAN PERHIASAN,2024.0,,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, KARAWANG",19,10370,pekerja umum,tasikmalaya
2000-02-27,L,2024-07-23,TAWANG,SMA / LAINNYA,IPA,2018.0,OLAHRAGA LARI,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,KARAWANG,24,10371,produksi/operasional,karawang
2005-12-28,L,2024-07-22,PURBARATU,SMK,TKJ ,2024.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,KABUPATEN TANGGERANG,18,10372,pekerja umum,lokasi tidak spesifik
2004-04-08,L,2024-07-22,PURBARATU,SMK,TEKNIK DAN BISNIS SEPEDA MOTOR,2022.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,KAB.TANGGERANG,20,10373,pekerja umum,lokasi tidak spesifik
2006-03-29,L,2024-07-22,PURBARATU,SMK,TEKNIK BISNIS DAN SEPEDA MOTOR ,2024.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,KABUPATEN TANGERANG ,18,10374,pekerja umum,kab. tangerang
2000-08-08,L,2024-07-22,INDIHIANG,SMK,OTOMOTIF,2019.0,OTOMOTIF,Rp 1.000.001 - Rp 2.500.000,WIRASUWASTA,DI DALAM NEGERI,TASIKMALAYA,23,10375,bisnis/wirausaha,tasikmalaya
2003-02-03,L,2024-07-22,KAWALU,SMA / LAINNYA,.,2022.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,.,21,10376,,lokasi tidak spesifik
2003-03-14,P,2024-07-22,KAWALU,SMA / LAINNYA,MIPA,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,ADMIN,DI DALAM NEGERI,TASIKMALAYA,21,10377,administrasi/staf umum,tasikmalaya
1987-09-29,L,2024-07-22,CIBEUREUM,SMK,TEKNIK MESIN ,2005.0,TEKNIK MESIN,Rp 2.500.001 - Rp 5.000.000,STAF,DI DALAM NEGERI,TASIKMALAYA,36,10378,administrasi/staf umum,tasikmalaya
2001-12-19,L,2024-07-22,INDIHIANG,SMA / LAINNYA,IPS,2020.0,OLAHRAGA,Rp 1.000.001 - Rp 2.500.000,OPERATOR ,DI DALAM NEGERI,"TASIKMALAYA,BANJAR,CIKARANG,BANDUNG,JAKARTA",22,10379,produksi/operasional,bandung
2001-12-19,L,2024-07-22,INDIHIANG,SMA / LAINNYA,IPS,2020.0,OLAHRAGA,Rp 1.000.001 - Rp 2.500.000,OPERATOR ,DI DALAM NEGERI,"TASIKMALAYA,BANJAR,CIKARANG,BANDUNG,JAKARTA",22,10379,produksi/operasional,banjar
2001-12-19,L,2024-07-22,INDIHIANG,SMA / LAINNYA,IPS,2020.0,OLAHRAGA,Rp 1.000.001 - Rp 2.500.000,OPERATOR ,DI DALAM NEGERI,"TASIKMALAYA,BANJAR,CIKARANG,BANDUNG,JAKARTA",22,10379,produksi/operasional,cikarang
2001-12-19,L,2024-07-22,INDIHIANG,SMA / LAINNYA,IPS,2020.0,OLAHRAGA,Rp 1.000.001 - Rp 2.500.000,OPERATOR ,DI DALAM NEGERI,"TASIKMALAYA,BANJAR,CIKARANG,BANDUNG,JAKARTA",22,10379,produksi/operasional,jakarta
2001-12-19,L,2024-07-22,INDIHIANG,SMA / LAINNYA,IPS,2020.0,OLAHRAGA,Rp 1.000.001 - Rp 2.500.000,OPERATOR ,DI DALAM NEGERI,"TASIKMALAYA,BANJAR,CIKARANG,BANDUNG,JAKARTA",22,10379,produksi/operasional,tasikmalaya
1997-09-20,P,2024-07-22,BUNGURSARI,SMK,TATA BOGA,2015.0,.,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,26,10380,lain-lain,lokasi tidak spesifik
2006-05-14,L,2024-07-22,MANGKUBUMI,SMK,TEKNIK KETENAGALISTRIKAN ,2024.0,"PUBLIK SPEAKING, INSTALASI LISTRIK RUMAH SATU KAWAT",Rp 5.000.001 - Rp 10.000.000,KARYAWAN ,DI DALAM NEGERI,BEKASI,18,10381,pekerja umum,bekasi
2002-10-23,P,2024-07-22,BUNGURSARI,SMA / LAINNYA,KEPERAWATAN ,2020.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,KARYAWAN ,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, JAKARTA ",21,10382,pekerja umum,bandung
2002-10-23,P,2024-07-22,BUNGURSARI,SMA / LAINNYA,KEPERAWATAN ,2020.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,KARYAWAN ,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, JAKARTA ",21,10382,pekerja umum,bekasi
2002-10-23,P,2024-07-22,BUNGURSARI,SMA / LAINNYA,KEPERAWATAN ,2020.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,KARYAWAN ,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, JAKARTA ",21,10382,pekerja umum,jakarta
2002-10-23,P,2024-07-22,BUNGURSARI,SMA / LAINNYA,KEPERAWATAN ,2020.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,KARYAWAN ,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, JAKARTA ",21,10382,pekerja umum,tasikmalaya
2000-03-25,L,2024-07-22,PURBARATU,S1,MANAJEMEN,2024.0,"OLAHRAGA, GAME",Rp 5.000.001 - Rp 10.000.000,HRD,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, KARAWANG, CIKARANG, JAKARTA",24,10383,personalia/hrd,bandung
2000-03-25,L,2024-07-22,PURBARATU,S1,MANAJEMEN,2024.0,"OLAHRAGA, GAME",Rp 5.000.001 - Rp 10.000.000,HRD,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, KARAWANG, CIKARANG, JAKARTA",24,10383,personalia/hrd,bekasi
2000-03-25,L,2024-07-22,PURBARATU,S1,MANAJEMEN,2024.0,"OLAHRAGA, GAME",Rp 5.000.001 - Rp 10.000.000,HRD,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, KARAWANG, CIKARANG, JAKARTA",24,10383,personalia/hrd,cikarang
2000-03-25,L,2024-07-22,PURBARATU,S1,MANAJEMEN,2024.0,"OLAHRAGA, GAME",Rp 5.000.001 - Rp 10.000.000,HRD,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, KARAWANG, CIKARANG, JAKARTA",24,10383,personalia/hrd,jakarta
2000-03-25,L,2024-07-22,PURBARATU,S1,MANAJEMEN,2024.0,"OLAHRAGA, GAME",Rp 5.000.001 - Rp 10.000.000,HRD,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, KARAWANG, CIKARANG, JAKARTA",24,10383,personalia/hrd,karawang
2000-03-25,L,2024-07-22,PURBARATU,S1,MANAJEMEN,2024.0,"OLAHRAGA, GAME",Rp 5.000.001 - Rp 10.000.000,HRD,DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, BEKASI, KARAWANG, CIKARANG, JAKARTA",24,10383,personalia/hrd,tasikmalaya
2005-03-14,L,2024-07-23,KAWALU,SMK,TEKNIK ELEKTRONIKA,2024.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,OPERATOR,DI DALAM NEGERI,CIKARANG,19,10384,produksi/operasional,cikarang
2005-06-11,L,2024-07-23,CIPEDES,SMK,TEKNIK ELEKTRONIKA,2024.0,"PUBLIK SPEAKING, KEPEMIMPINAN, KERJA TELITI",Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI DAN ADMIN,DI DALAM NEGERI,"BEKASI, CIKARANG, BANDUNG, SURABAYA",19,10385,administrasi/staf umum,bandung
2005-06-11,L,2024-07-23,CIPEDES,SMK,TEKNIK ELEKTRONIKA,2024.0,"PUBLIK SPEAKING, KEPEMIMPINAN, KERJA TELITI",Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI DAN ADMIN,DI DALAM NEGERI,"BEKASI, CIKARANG, BANDUNG, SURABAYA",19,10385,administrasi/staf umum,bekasi
2005-06-11,L,2024-07-23,CIPEDES,SMK,TEKNIK ELEKTRONIKA,2024.0,"PUBLIK SPEAKING, KEPEMIMPINAN, KERJA TELITI",Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI DAN ADMIN,DI DALAM NEGERI,"BEKASI, CIKARANG, BANDUNG, SURABAYA",19,10385,administrasi/staf umum,cikarang
2005-06-11,L,2024-07-23,CIPEDES,SMK,TEKNIK ELEKTRONIKA,2024.0,"PUBLIK SPEAKING, KEPEMIMPINAN, KERJA TELITI",Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI DAN ADMIN,DI DALAM NEGERI,"BEKASI, CIKARANG, BANDUNG, SURABAYA",19,10385,administrasi/staf umum,surabaya
2005-03-29,P,2024-07-23,KAWALU,SMK,TEKNIK KOMPUTER DAN JARINGAN ,2024.0,,Rp 1.000.001 - Rp 2.500.000,KARYAWAN ,DI DALAM NEGERI,KOTA BANDUNG ,19,10386,pekerja umum,bandung
2006-02-26,P,2024-07-23,TAWANG,SMK,TEKNIK JARINGAN KOMPUTER DAN TELEKOMUNIKASI,2024.0,PRODUKSI,Rp 2.500.001 - Rp 5.000.000,"ADMINISTRASI,OPERATOR PRODUKSI",DI DALAM NEGERI,BANDUNG,18,10387,administrasi/staf umum,bandung
2006-02-26,P,2024-07-23,TAWANG,SMK,TEKNIK JARINGAN KOMPUTER DAN TELEKOMUNIKASI,2024.0,PRODUKSI,Rp 2.500.001 - Rp 5.000.000,"ADMINISTRASI,OPERATOR PRODUKSI",DI DALAM NEGERI,BANDUNG,18,10388,produksi/operasional,bandung
1999-09-10,L,2024-08-07,CIHIDEUNG,SMA / LAINNYA,TEKNIK ELEKTRONIKA,2018.0,FUTSAL,Rp 5.000.001 - Rp 10.000.000,OPERATOR,DI DALAM NEGERI,CIKARANG,24,10389,produksi/operasional,cikarang
2006-04-03,L,2024-08-07,TAWANG,SMK,TEKNIK ELEKTRONIKA ,2024.0,FUTSAL ,Rp 5.000.001 - Rp 10.000.000,OPERATOR ,DI DALAM NEGERI,CIKARANG ,18,10390,produksi/operasional,cikarang
1999-08-08,L,2024-07-31,TAMANSARI,SMK,TEKNIK ELEKTRONIKA,2018.0,"FUTSAL,SEPAKBOLA",Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,BEKASI,24,10391,produksi/operasional,bekasi
2005-03-02,P,2024-07-23,CIBEUREUM,SMK,PERKANTORAN ,2023.0,OLAHRAGA ,Rp 1.000.001 - Rp 2.500.000,BELUM ADA ,DI DALAM NEGERI,TASIKMALAYA ,19,10392,lain-lain,tasikmalaya
2002-11-09,P,2024-07-25,KAWALU,SMA / LAINNYA,MIPA,2021.0,BAHASA,> Rp 10.000.000,PERAWAT ,DI LUAR NEGERI,"YAMASHINA, KYOTO, JAPAN",21,10393,perawat,lokasi tidak spesifik
2004-06-09,P,2024-07-24,PURBARATU,SMA / LAINNYA,MIPA,2024.0,.,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,20,10394,lain-lain,lokasi tidak spesifik
2002-08-17,P,2024-07-24,INDIHIANG,SMA / LAINNYA,IPA,2023.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,TASIKMALAYA,21,10395,pekerja umum,tasikmalaya
2001-08-15,L,2024-07-24,TAMANSARI,SMK,TKR TEKNIK KENDARAAN RINGAN,2020.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,OPERATOR,DI DALAM NEGERI,BEKASI,22,10396,produksi/operasional,bekasi
2006-09-08,P,2024-07-24,BUNGURSARI,SMA / LAINNYA,IPS,2024.0,"BASKET , MERIAS",Rp 2.500.001 - Rp 5.000.000,AKUTANSI,DI DALAM NEGERI,TASIKMALAYA,17,10397,keuangan/akuntansi/perbankan,tasikmalaya
2005-01-07,L,2024-07-24,INDIHIANG,SMK,TEKNIK KENDARAAN RINGAN OTOMOTIF,2023.0,OTOMOTIF,Rp 2.500.001 - Rp 5.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,19,10398,lain-lain,lokasi tidak spesifik
2003-08-05,L,2024-07-24,CIBEUREUM,SMK,TEKNIK KOMPUTER DAN JARINGAN,2022.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,.,20,10399,,lokasi tidak spesifik
2005-09-01,P,2024-07-25,TAMANSARI,SMK,SISTEM INFORMATIKA JARINGAN DAN APLIKASI,2024.0,BERNYANYI,Rp 2.500.001 - Rp 5.000.000,STAFF ADMINISTRASI,DI DALAM NEGERI,BANDUNG,18,10400,administrasi/staf umum,bandung
2001-09-15,L,2024-07-25,CIHIDEUNG,S1,EKONOMI PEMBANGUNAN ,2024.0,"MICROSOFT OFFICE, ANALISIS DATA, MANAJEMENT WAKTU, KERJA SAMA TIM, PROBLEM SOLVING, LEADERSHIP",Rp 2.500.001 - Rp 5.000.000,DEVELOPMENT STAFF ,DI DALAM NEGERI,SUBANG,22,10401,staff,subang
