TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,original_index,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized
2000-01-08,P,2021-11-15,MANGKUBUMI,S1,FARMASI,2021.0,ASISTEN APOTEKER,Rp 1.000.001 - Rp 2.500.000,TTK,DI DALAM NEGERI,TASIKMALAYA,21,79,tenaga kesehatan (umum),tasikmalaya
1999-04-18,P,2021-11-15,KAWALU,S1,FARMASI,2021.0,TTK,Rp 1.000.001 - Rp 2.500.000,TTK,DI DALAM NEGERI,TASIKMALAYA,22,80,tenaga kesehatan (umum),tasikmalaya
1990-11-26,P,2021-11-16,CIHIDEUNG,SMA / LAINNYA,TEKNIK MEKANIK OTOMOTIF,2010.0,MESIN,Rp 2.500.001 - Rp 5.000.000,OPRATOR MEKANIK,DI DALAM NEGERI,DIMANA SAJA,30,81,produksi/operasional,lokasi tidak spesifik
2001-10-27,L,2021-11-16,KAWALU,SMK,TEKNIK ELEKTRONIKA MEKATRONIKA ,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,PROGRAMMER,DI DALAM NEGERI,BANDUNG JAKARTA KARAWANG ,20,82,it/software,bandung
2001-10-27,L,2021-11-16,KAWALU,SMK,TEKNIK ELEKTRONIKA MEKATRONIKA ,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,PROGRAMMER,DI DALAM NEGERI,BANDUNG JAKARTA KARAWANG ,20,82,it/software,jakarta
2001-10-27,L,2021-11-16,KAWALU,SMK,TEKNIK ELEKTRONIKA MEKATRONIKA ,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,PROGRAMMER,DI DALAM NEGERI,BANDUNG JAKARTA KARAWANG ,20,82,it/software,karawang
2002-02-09,L,2021-11-16,TAWANG,SMK,DPK KAYU,2020.0,,Rp 1.000.001 - Rp 2.500.000,PEGAWAI,DI DALAM NEGERI,TASIKMALAYA,19,83,pekerja umum,tasikmalaya
2002-03-27,L,2021-11-16,CIPEDES,SMA / LAINNYA,MIPA,2020.0,EDITING STORY MAKER,Rp 2.500.001 - Rp 5.000.000,PEMILIK PERUSAHAAN,DI DALAM NEGERI,BANDUNG,19,84,bisnis/wirausaha,bandung
2002-09-30,L,2021-11-16,CIPEDES,SMK,TEKNIK ELEKTRONIKA,2021.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,JAWA BARAT,19,85,produksi/operasional,jawa barat
2002-09-20,L,2021-11-16,TAMANSARI,SMK,OTOMOTIF ,2001.0,SEPAK BOLA,Rp 1.000.001 - Rp 2.500.000,AKUNTAN,DI DALAM NEGERI,TASIKMALAYA,19,86,keuangan/akuntansi/perbankan,tasikmalaya
1991-09-12,L,2021-11-16,CIPEDES,SMK,OTOMOTIF,2011.0,OLAHRAGA,0 - Rp 1.000.000,KARYAWAN,DI DALAM NEGERI,JAWA BARAT,30,87,pekerja umum,jawa barat
1999-07-20,P,2021-11-16,CIHIDEUNG,SMA / LAINNYA,IPS,2018.0,,0 - Rp 1.000.000,APA SAJA,DI DALAM NEGERI,TASIKMALAYA,22,88,lain-lain,tasikmalaya
1999-08-03,L,2021-11-16,KAWALU,S1,KEPERAWATAN,2021.0,OLAHRAGA VOLI,Rp 2.500.001 - Rp 5.000.000,KESEHATAN,DI DALAM NEGERI,SELURUH INDONESIA,22,89,tenaga kesehatan (umum),lokasi tidak spesifik
1998-02-22,P,2021-11-16,INDIHIANG,D.III,SISTEM INFORMASI,2021.0,PUBLIC SPEAKING,0 - Rp 1.000.000,STAFF ADMIN,DI DALAM NEGERI,TASIKMALAYA,23,90,administrasi/staf umum,tasikmalaya
1999-06-07,P,2021-11-16,TAWANG,D.III,SISTEM INFORMASI,2021.0,BADMINTON,Rp 1.000.001 - Rp 2.500.000,STAFF ADMIN,DI DALAM NEGERI,TASIKMALAYA,22,91,administrasi/staf umum,tasikmalaya
1997-09-22,L,2021-11-16,CIHIDEUNG,SMK,OTOMOTIF,2016.0,FUTSAL,0 - Rp 1.000.000,JADI BOS ,DI DALAM NEGERI,TASIKMALAYA,24,92,manajemen/direksi,tasikmalaya
2003-03-17,L,2021-11-17,MANGKUBUMI,SMA / LAINNYA,IPS,2021.0,,0 - Rp 1.000.000,APA SAJA,DI DALAM NEGERI,TASIKMALAYA,18,93,lain-lain,tasikmalaya
1991-09-03,L,2021-11-17,TAWANG,SMK,OTOMOTIF,2010.0,SEPAKBOLA,0 - Rp 1.000.000,AKUNTANSI,DI DALAM NEGERI,TASIKMALAYA,30,94,keuangan/akuntansi/perbankan,tasikmalaya
2002-04-10,L,2021-11-17,MANGKUBUMI,SMK,PERTANIAN,2021.0,,> Rp 10.000.000,KARYAWAN,DI DALAM NEGERI,BANTEN,19,95,pekerja umum,banten
2002-08-09,L,2021-11-17,INDIHIANG,SMK,TEKNIK KENDARAAN RINGAN,2021.0,PENCAKSILAT,Rp 5.000.001 - Rp 10.000.000,MANAGER,DI DALAM NEGERI,LUAR KOTA,19,96,manajemen/direksi,lokasi tidak spesifik
1997-05-07,L,2021-11-17,INDIHIANG,SMK,TEKNIK MESIN,2015.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,BEKASI,24,97,produksi/operasional,bekasi
1996-11-21,L,2021-11-17,CIPEDES,S1,KEPERAWATAN,2019.0,,> Rp 10.000.000,PERAWAT,DI LUAR NEGERI,JEPANG,24,98,perawat,lokasi tidak spesifik
2000-01-04,L,2021-11-24,MANGKUBUMI,SMA / LAINNYA,IPS,2019.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,CEO,DI DALAM NEGERI,TASIKMALAYA,21,99,manajemen/direksi,tasikmalaya
2002-03-22,L,2021-11-17,CIBEUREUM,SMK,TKJ,2021.0,FUTSAL,0 - Rp 1.000.000,KARYAWAN,DI DALAM NEGERI,TASIKMALAYA,19,100,pekerja umum,tasikmalaya
1996-12-16,L,2021-11-17,CIHIDEUNG,S1,TEKNIK INFORMATIKA,2021.0,DESAIN GRAFIS MICROSOFT OFFICE PROGRAMER  JARINGAN,Rp 5.000.001 - Rp 10.000.000,STAFF,DI DALAM NEGERI,JABOTABEK,24,101,staff,jakarta
1996-12-16,L,2021-11-17,CIHIDEUNG,S1,TEKNIK INFORMATIKA,2021.0,DESAIN GRAFIS MICROSOFT OFFICE PROGRAMER  JARINGAN,Rp 5.000.001 - Rp 10.000.000,STAFF,DI DALAM NEGERI,JABOTABEK,24,101,staff,bogor
1996-12-16,L,2021-11-17,CIHIDEUNG,S1,TEKNIK INFORMATIKA,2021.0,DESAIN GRAFIS MICROSOFT OFFICE PROGRAMER  JARINGAN,Rp 5.000.001 - Rp 10.000.000,STAFF,DI DALAM NEGERI,JABOTABEK,24,101,staff,depok
1996-12-16,L,2021-11-17,CIHIDEUNG,S1,TEKNIK INFORMATIKA,2021.0,DESAIN GRAFIS MICROSOFT OFFICE PROGRAMER  JARINGAN,Rp 5.000.001 - Rp 10.000.000,STAFF,DI DALAM NEGERI,JABOTABEK,24,101,staff,tangerang
1996-12-16,L,2021-11-17,CIHIDEUNG,S1,TEKNIK INFORMATIKA,2021.0,DESAIN GRAFIS MICROSOFT OFFICE PROGRAMER  JARINGAN,Rp 5.000.001 - Rp 10.000.000,STAFF,DI DALAM NEGERI,JABOTABEK,24,101,staff,bekasi
1984-05-25,P,2021-11-18,CIBEUREUM,SMK,TEKNOLOGI HASIL PERTANIAN,2002.0,PENGOLAHAN HASIL PERTANIAN,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI LUAR NEGERI,MALAYSIA,37,102,pekerja umum,lokasi tidak spesifik
2002-11-12,L,2021-11-18,TAMANSARI,SMK,TEKNIK KENDARAAN RINGAN OTOMOTIF,2021.0,BAHASA,Rp 1.000.001 - Rp 2.500.000,APA SAJA,DI DALAM NEGERI,TASIKMALAYA,19,103,lain-lain,tasikmalaya
2001-06-26,P,2021-11-18,INDIHIANG,SMK,AKUNTANSI,2019.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,KARYAWAN,DI DALAM NEGERI,CIKARANG,20,104,pekerja umum,cikarang
2000-05-26,P,2021-11-18,KAWALU,SMK,TEKSTIL ,2018.0,OLAHRAGA,Rp 1.000.001 - Rp 2.500.000,COUNTER ,DI DALAM NEGERI,TASIKMALAYA,21,105,keuangan/akuntansi/perbankan,tasikmalaya
2000-11-24,L,2021-11-18,TAMANSARI,SMK,TKR,2020.0,OLAHRGA,0 - Rp 1.000.000,LAPANGAN,DI DALAM NEGERI,BANDUNG,20,106,lapangan,bandung
1998-02-04,L,2021-11-18,MANGKUBUMI,S1,TEKNIK METALURGI,2021.0,BERMAIN ALAT MUSIK FUTSAL,Rp 2.500.001 - Rp 5.000.000,STAFF QUALITY CONTROL,DI DALAM NEGERI,TANGERANG,23,107,quality control/assurance,tangerang
1999-05-09,P,2021-11-18,BUNGURSARI,D.III,MANAJEMEN INFORMATIKA,2020.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,MANAJEMEN INFORMATIKA,DI DALAM NEGERI,DIMANA SAJA,22,108,manajemen/direksi,lokasi tidak spesifik
1995-09-13,L,2021-11-19,INDIHIANG,SMA / LAINNYA,IPA,2014.0,BULUTANGKIS,Rp 5.000.001 - Rp 10.000.000,OPERATOR,DI DALAM NEGERI,TASIKMALAYA,26,109,produksi/operasional,tasikmalaya
1995-01-02,P,2021-11-22,INDIHIANG,S1,TEKNIK INFORMATIKA,2017.0,DESIGN BERSEPEDA,Rp 2.500.001 - Rp 5.000.000,DIGITAL MARKETING,DI DALAM NEGERI,CIREBON,26,110,sales/marketing,cirebon
2000-01-02,L,2021-11-19,BUNGURSARI,SMK,TEKNIK OTOMOTIF,2019.0,,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,DIMANA SAJA,21,111,pekerja umum,lokasi tidak spesifik
2001-08-01,P,2021-11-19,PURBARATU,SMK,KEPERAWATAN,2020.0,OLAHRAGA,0 - Rp 1.000.000,KARYAWAN,DI DALAM NEGERI,TASIKMALAYA,20,112,pekerja umum,tasikmalaya
2002-11-04,P,2021-11-19,PURBARATU,SMA / LAINNYA,TKJ,2021.0,TEKNIK KOMPUTER JARINGAN,0 - Rp 1.000.000,MARKETING,DI DALAM NEGERI,TASIKMALAYA,19,113,sales/marketing,tasikmalaya
1994-08-03,L,2021-11-19,CIBEUREUM,SMK,ELEKTRONIKA,2012.0,OLAHRAGA,0 - Rp 1.000.000,WELLDER,DI DALAM NEGERI,JAPAN,27,114,produksi/operasional,lokasi tidak spesifik
2003-12-10,P,2021-11-22,CIPEDES,SMK,AKUNTANSI,2021.0,MEMASAK,0 - Rp 1.000.000,PRAMUNIAGA KARYAWAN SWASTA,DI DALAM NEGERI,TASIKMALAYA,17,115,pekerja umum,tasikmalaya
1999-01-14,P,2021-11-29,INDIHIANG,PROFESI,APOTEKER,2021.0,,Rp 5.000.001 - Rp 10.000.000,APOTEKER  APOTEKER PRAKTIK,DI DALAM NEGERI,JAWA BARAT,22,116,tenaga kesehatan (umum),jawa barat
2002-02-14,L,2021-11-22,KAWALU,SMK,TEKNIK KENDARAAN RINGAN OTOMOTIF,2021.0,PENCAK SILAT,Rp 2.500.001 - Rp 5.000.000,KARYAWAN TETAP,DI DALAM NEGERI,TASIKMALAYA,19,117,pekerja umum,tasikmalaya
2002-10-24,L,2021-11-22,KAWALU,SMK,TEKNIK KENDARAAN RINGAN OTOMOTIF,2021.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,KARYAWAN TETAP,DI DALAM NEGERI,TASIKMALAYA,19,118,pekerja umum,tasikmalaya
1998-11-20,L,2021-11-22,TAMANSARI,SMK,TEKNIK OTOMOTIF,2018.0,OLAHRAGA,0 - Rp 1.000.000,OPERATOR,DI DALAM NEGERI,CIKARANG,23,119,produksi/operasional,cikarang
2000-03-11,L,2021-11-22,MANGKUBUMI,SMK,TEKNIK KOMPUTER JARINGAN,2018.0,KOMPUTER,Rp 5.000.001 - Rp 10.000.000,IT,DI DALAM NEGERI,DIMANA SAJA,21,120,it/software,lokasi tidak spesifik
2002-10-14,P,2021-11-22,MANGKUBUMI,SMK,BISNIS DARING DAN PEMASARAN,2021.0,OLAHRAGA VOLI,Rp 1.000.001 - Rp 2.500.000,STAFF ADMINISTRASI,DI DALAM NEGERI,GARUT,19,121,administrasi/staf umum,garut
2002-01-28,L,2021-11-22,CIPEDES,SMK,TEKNIK KENDARAAN RINGAN,2021.0,MAIN BOLA,Rp 2.500.001 - Rp 5.000.000,OPERATOR,DI DALAM NEGERI,BANDUNG,19,122,produksi/operasional,bandung
2004-10-23,P,2021-11-22,MANGKUBUMI,SMK,BISNIS DARING DAN PEMASARAN,2021.0,OLAHRAGA RENANG,Rp 1.000.001 - Rp 2.500.000,ADMIN,DI DALAM NEGERI,TASIKMALAYA,17,123,administrasi/staf umum,tasikmalaya
1993-07-05,L,2021-11-22,CIPEDES,S1,AKUNTANSI,2015.0,ANALISIS PLANNING MS. WORD MS. EXCEL POWER POINT,Rp 5.000.001 - Rp 10.000.000,AKUNTAN,DI DALAM NEGERI,PULAU JAWA,28,124,keuangan/akuntansi/perbankan,jawa
2002-02-18,L,2021-11-22,TAMANSARI,SMK,KRIA LOGAM,2021.0,,Rp 2.500.001 - Rp 5.000.000,PEGAWAI TETAP,DI DALAM NEGERI,BANDUNG,19,125,pekerja umum,bandung
2002-05-20,L,2021-11-22,TAMANSARI,SMK,OTOMOTIF,2021.0,FUTSAL,0 - Rp 1.000.000,OPERATOR,DI DALAM NEGERI,DIMANA SAJA,19,126,produksi/operasional,lokasi tidak spesifik
2000-10-15,P,2021-11-22,TAMANSARI,SMK,TATA NIAGA,2020.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,0PRATOR PRODUKSI,DI DALAM NEGERI,TANGGERANG,21,127,produksi/operasional,tangerang
2003-02-17,L,2021-11-22,CIPEDES,SMK,MESIN PRODUKSI,2021.0,,Rp 1.000.001 - Rp 2.500.000,PERKERJA LAPANGAN,DI DALAM NEGERI,MAJALENGKA,18,128,lain-lain,majalengka
2003-09-23,L,2021-11-22,KAWALU,SMK,TEKNIK OTOMOTIF,2021.0,COVER ACCOUSTIC,Rp 2.500.001 - Rp 5.000.000,MANAJER,DI DALAM NEGERI,KARAWANG,18,129,manajemen/direksi,karawang
2000-10-10,P,2021-11-22,TAMANSARI,SMA / LAINNYA,TATA NIAGA,2019.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI DOMINAN,DI DALAM NEGERI,TANGERANG,21,130,produksi/operasional,tangerang
1999-04-21,P,2021-11-22,KAWALU,SMA / LAINNYA,MIPA,2018.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,ADMIN,DI DALAM NEGERI,JAKARTA,22,131,administrasi/staf umum,jakarta
1998-06-20,L,2021-11-22,MANGKUBUMI,S1,TEKNIK INFORMATIKA,2021.0,PUBLIK SPEAKING OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,STAFF ADMINISTRASI,DI DALAM NEGERI,TASIKMALAYA BANDUNG,23,132,administrasi/staf umum,bandung
1998-06-20,L,2021-11-22,MANGKUBUMI,S1,TEKNIK INFORMATIKA,2021.0,PUBLIK SPEAKING OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,STAFF ADMINISTRASI,DI DALAM NEGERI,TASIKMALAYA BANDUNG,23,132,administrasi/staf umum,tasikmalaya
1998-01-11,L,2021-11-22,CIHIDEUNG,S1,TEKNIK INFORMATIKA,2021.0,MS OFICE,Rp 2.500.001 - Rp 5.000.000,SESUAI KEAHLIAN,DI DALAM NEGERI,SESUAI KEAHLIAN,23,133,lain-lain,lokasi tidak spesifik
1994-11-24,L,2021-11-22,KAWALU,SMA / LAINNYA,IPS,2015.0,,Rp 5.000.001 - Rp 10.000.000,DEKORASI,DI LUAR NEGERI,BRUNEI DARUSSALAM,26,134,desain/kreatif,lokasi tidak spesifik
1998-01-25,P,2021-11-24,CIHIDEUNG,S1,SEJARAH,2020.0,TEAM WORK MS. OFFICE PUBLIK SPEAKING,Rp 2.500.001 - Rp 5.000.000,SESUAI YANG DIBUTUHKAN,DI DALAM NEGERI,KARAWANG CIKARANG,23,135,lain-lain,cikarang
1998-01-25,P,2021-11-24,CIHIDEUNG,S1,SEJARAH,2020.0,TEAM WORK MS. OFFICE PUBLIK SPEAKING,Rp 2.500.001 - Rp 5.000.000,SESUAI YANG DIBUTUHKAN,DI DALAM NEGERI,KARAWANG CIKARANG,23,135,lain-lain,karawang
1994-07-11,L,2021-11-23,CIBEUREUM,SMK,MEKANIK OTOMOTIP,2012.0,,Rp 2.500.001 - Rp 5.000.000,MARKETING,DI DALAM NEGERI,TASIKMALAYA,27,136,sales/marketing,tasikmalaya
2003-06-01,P,2021-11-23,CIHIDEUNG,SMK,PEMASARAN,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,DIMANA SAJA,18,137,pekerja umum,lokasi tidak spesifik
2003-03-03,P,2021-11-23,PURBARATU,SMA / LAINNYA,TEKNIK KOMPUTER DAN JARINGAN,2021.0,,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,CIREBON,18,138,pekerja umum,cirebon
2002-03-31,L,2021-11-23,CIBEUREUM,SMK,BISNIS DARING DAN PEMASARAN,2021.0,OLAHRAGA,0 - Rp 1.000.000,KARYAWAN BIASA,DI DALAM NEGERI,TASIKMALAYA,19,139,pekerja umum,tasikmalaya
1999-06-30,L,2021-11-24,INDIHIANG,SMK,TKJ,2017.0,BERMAIN MUSIK,Rp 2.500.001 - Rp 5.000.000,PIMPINAN,DI DALAM NEGERI,TASIKMALAYA,22,140,,tasikmalaya
2002-07-31,P,2021-11-25,PURBARATU,SMA / LAINNYA,TEKNIK KOMPUTER DAN JARINGAN ,2021.0,SENI,Rp 1.000.001 - Rp 2.500.000,SISTEM MANAJEMEN GUDANG ,DI DALAM NEGERI,BANDUNG,19,141,logistik/gudang,bandung
2003-03-28,P,2021-11-24,MANGKUBUMI,SMA / LAINNYA,MIPA,2021.0,,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,JAWA BARAT,18,142,pekerja umum,jawa barat
2000-07-16,L,2021-11-24,TAMANSARI,SMK,TEKNIK KOMPUTER JARINGAN,2019.0,,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,BOGOR,21,143,pekerja umum,bogor
2001-10-05,L,2021-11-24,TAWANG,SMK,TEKNIK KENDARAAN RINGAN OTOMOTIF,2021.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,BANDUNG ,20,144,pekerja umum,bandung
1999-09-21,L,2021-11-24,CIBEUREUM,SMK,TEKNIK KENDARAAN RINGAN,2017.0,WELDING,Rp 5.000.001 - Rp 10.000.000,KARYAWAN TETAP,DI DALAM NEGERI,JABODETABEK,22,145,pekerja umum,jakarta
1999-09-21,L,2021-11-24,CIBEUREUM,SMK,TEKNIK KENDARAAN RINGAN,2017.0,WELDING,Rp 5.000.001 - Rp 10.000.000,KARYAWAN TETAP,DI DALAM NEGERI,JABODETABEK,22,145,pekerja umum,bogor
1999-09-21,L,2021-11-24,CIBEUREUM,SMK,TEKNIK KENDARAAN RINGAN,2017.0,WELDING,Rp 5.000.001 - Rp 10.000.000,KARYAWAN TETAP,DI DALAM NEGERI,JABODETABEK,22,145,pekerja umum,depok
1999-09-21,L,2021-11-24,CIBEUREUM,SMK,TEKNIK KENDARAAN RINGAN,2017.0,WELDING,Rp 5.000.001 - Rp 10.000.000,KARYAWAN TETAP,DI DALAM NEGERI,JABODETABEK,22,145,pekerja umum,tangerang
1999-09-21,L,2021-11-24,CIBEUREUM,SMK,TEKNIK KENDARAAN RINGAN,2017.0,WELDING,Rp 5.000.001 - Rp 10.000.000,KARYAWAN TETAP,DI DALAM NEGERI,JABODETABEK,22,145,pekerja umum,bekasi
2000-10-30,L,2021-11-25,MANGKUBUMI,SMK,OTOMOTIF,2018.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,CIKARANG,21,146,pekerja umum,cikarang
2003-07-08,P,2021-11-25,CIBEUREUM,SMK,TEKNIK KOMPUTER DAN JARINGAN,2021.0,MENULIS,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,DI MANA SAJA,18,147,produksi/operasional,lokasi tidak spesifik
1997-03-30,P,2021-11-25,BUNGURSARI,SMK,KIMIA,2015.0,OLAHRAGA,0 - Rp 1.000.000,QC,DI DALAM NEGERI,TASIKMALAYA,24,148,quality control/assurance,tasikmalaya
2002-01-04,L,2021-11-25,KAWALU,SMK,TKR,2021.0,,Rp 2.500.001 - Rp 5.000.000,OPATOR PRODUKSI,DI DALAM NEGERI,MALAJENGKA,19,149,produksi/operasional,lokasi tidak spesifik
2002-06-25,L,2021-11-25,MANGKUBUMI,SMK,TEKNIK KOMPUTER JARINGAN,2021.0,PUBLIK SPEAKING ,Rp 2.500.001 - Rp 5.000.000,ADMINISTRASI,DI DALAM NEGERI,TASIKMALAYA KARAWANG CIKARANG BEKASI JAKARTA,19,150,administrasi/staf umum,bekasi
2002-06-25,L,2021-11-25,MANGKUBUMI,SMK,TEKNIK KOMPUTER JARINGAN,2021.0,PUBLIK SPEAKING ,Rp 2.500.001 - Rp 5.000.000,ADMINISTRASI,DI DALAM NEGERI,TASIKMALAYA KARAWANG CIKARANG BEKASI JAKARTA,19,150,administrasi/staf umum,cikarang
2002-06-25,L,2021-11-25,MANGKUBUMI,SMK,TEKNIK KOMPUTER JARINGAN,2021.0,PUBLIK SPEAKING ,Rp 2.500.001 - Rp 5.000.000,ADMINISTRASI,DI DALAM NEGERI,TASIKMALAYA KARAWANG CIKARANG BEKASI JAKARTA,19,150,administrasi/staf umum,jakarta
2002-06-25,L,2021-11-25,MANGKUBUMI,SMK,TEKNIK KOMPUTER JARINGAN,2021.0,PUBLIK SPEAKING ,Rp 2.500.001 - Rp 5.000.000,ADMINISTRASI,DI DALAM NEGERI,TASIKMALAYA KARAWANG CIKARANG BEKASI JAKARTA,19,150,administrasi/staf umum,karawang
2002-06-25,L,2021-11-25,MANGKUBUMI,SMK,TEKNIK KOMPUTER JARINGAN,2021.0,PUBLIK SPEAKING ,Rp 2.500.001 - Rp 5.000.000,ADMINISTRASI,DI DALAM NEGERI,TASIKMALAYA KARAWANG CIKARANG BEKASI JAKARTA,19,150,administrasi/staf umum,tasikmalaya
2002-09-15,L,2021-11-25,BUNGURSARI,SMK,TKJ,2021.0,FUTSAL,Rp 1.000.001 - Rp 2.500.000,KARYAWAN,DI DALAM NEGERI,KUNINGAN,19,151,pekerja umum,kuningan
1999-01-01,P,2021-11-25,CIHIDEUNG,SMK,FARMASI PELAYANAN,2017.0,MERACIK OBAT,Rp 2.500.001 - Rp 5.000.000,ASISTEN TENAGA KERJA KEFARMASIAN,DI DALAM NEGERI,TASIKMALAYA JAKARTA BANDUNG,22,152,lain-lain,bandung
1999-01-01,P,2021-11-25,CIHIDEUNG,SMK,FARMASI PELAYANAN,2017.0,MERACIK OBAT,Rp 2.500.001 - Rp 5.000.000,ASISTEN TENAGA KERJA KEFARMASIAN,DI DALAM NEGERI,TASIKMALAYA JAKARTA BANDUNG,22,152,lain-lain,jakarta
1999-01-01,P,2021-11-25,CIHIDEUNG,SMK,FARMASI PELAYANAN,2017.0,MERACIK OBAT,Rp 2.500.001 - Rp 5.000.000,ASISTEN TENAGA KERJA KEFARMASIAN,DI DALAM NEGERI,TASIKMALAYA JAKARTA BANDUNG,22,152,lain-lain,tasikmalaya
1997-12-18,L,2021-11-25,MANGKUBUMI,SMK,RPL,2016.0,PEMOGRAMAN,Rp 2.500.001 - Rp 5.000.000,DEVELOPER,DI DALAM NEGERI,JABAR,23,153,it/software,lokasi tidak spesifik
1995-03-20,P,2021-11-25,BUNGURSARI,SMA / LAINNYA,IPA,2013.0,OLAHRAGA,Rp 1.000.001 - Rp 2.500.000,OPERATOR,DI DALAM NEGERI,GARUT,26,154,produksi/operasional,garut
2000-05-10,P,2021-11-25,BUNGURSARI,SMA / LAINNYA,IPS,2019.0,MELUKIS,Rp 2.500.001 - Rp 5.000.000,SEKERTARIS,DI DALAM NEGERI,TASIKMALAYA,21,155,administrasi/staf umum,tasikmalaya
1997-12-26,L,2021-11-26,MANGKUBUMI,SMA / LAINNYA,IPS,2016.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,OPERATOR,DI DALAM NEGERI,BEKASI,23,156,produksi/operasional,bekasi
1999-08-10,P,2021-11-25,PURBARATU,SMA / LAINNYA,MIPA,2018.0,ADMINISTRASI PERKANTORAN,> Rp 10.000.000,PNS,DI DALAM NEGERI,TASIKMALAYA,22,157,pelayanan publik/pemerintahan,tasikmalaya
2000-12-05,P,2021-11-26,CIPEDES,D.III,MANAJEMEN INFORMATIKA,2021.0,PUBLIK SPEAKING MANAJEMEN PRODUKSI,Rp 2.500.001 - Rp 5.000.000,STAFF ADMINISTRASI,DI DALAM NEGERI,BANDUNG TASIKMALAYA,20,158,administrasi/staf umum,bandung
2000-12-05,P,2021-11-26,CIPEDES,D.III,MANAJEMEN INFORMATIKA,2021.0,PUBLIK SPEAKING MANAJEMEN PRODUKSI,Rp 2.500.001 - Rp 5.000.000,STAFF ADMINISTRASI,DI DALAM NEGERI,BANDUNG TASIKMALAYA,20,158,administrasi/staf umum,tasikmalaya
1997-01-17,P,2021-11-26,BUNGURSARI,SMA / LAINNYA,IPA,2015.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,KARYAWAN TETAP,DI DALAM NEGERI,PURWAKARTA,24,159,pekerja umum,purwakarta
1998-12-26,P,2021-11-26,CIHIDEUNG,S1,MANAJEMEN,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,STAF ADMINISTRASI,DI DALAM NEGERI,TASIKMALAYA,22,160,administrasi/staf umum,tasikmalaya
2001-04-11,P,2021-11-26,TAMANSARI,SMK,FARMASI,2019.0,PUBLIK SPEAKING,Rp 5.000.001 - Rp 10.000.000,AKUNTAN,DI DALAM NEGERI,JAWABARAT,20,161,keuangan/akuntansi/perbankan,jawa
1996-04-20,P,2021-12-21,TAMANSARI,SMK,REKAYASA PERANGKAT LUNAK,2014.0,BISA MENGOPERASIKAN KOMPUTER,Rp 1.000.001 - Rp 2.500.000,OPERATOR,DI DALAM NEGERI,TASIKMALAYA,25,162,produksi/operasional,tasikmalaya
2001-05-29,P,2021-11-29,INDIHIANG,SMK,BISNIS DARING DAN PEMASARAN,2020.0,KOMPUTER,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,DIMANA SAJA,20,163,produksi/operasional,lokasi tidak spesifik
2002-07-27,P,2021-11-29,TAMANSARI,SMA / LAINNYA,IPA,2021.0,KESENIAN,0 - Rp 1.000.000,AKUNTAN,DI DALAM NEGERI,TASIKMALAYA,19,164,keuangan/akuntansi/perbankan,tasikmalaya
1998-10-07,P,2021-11-29,TAMANSARI,SMK,TEKNIK KOMPUTER DAN JARINGAN,2016.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,OPERATOR,DI DALAM NEGERI,BANDUNG,23,165,produksi/operasional,bandung
